Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",14,7,22,2.67157,32,32,0,0,,200,791,156,65,60,19,40,,7,245,10.9938,1.81363,6.06173,0.847876,0.309788,0.0511054,0.25868211314082146,0.210543,0.982098,0.286978,0.775213,,,2.62372,6.3369,6.18382,999,,,,,,,1189.6999999999998,5.948499999999999,1102,5.51,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Garrett Crochet","BOS",15,8,21,2.90595,32,32,0,0,,197,796,162,69,64,20,52,,5,245,11.1718,2.35811,4.73764,0.898314,0.307374,0.0648792,0.24249473214149475,0.219099,1.08364,0.299643,0.774771,,,2.81526,5.77308,5.89292,999,,,,,,,1109.6000000000001,5.632487309644671,1044,5.299492385786802,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Paul Skenes","PIT",13,8,21,2.83913,32,32,0,0,,189,761,152,65,60,17,49,,6,223,10.6186,2.35104,4.51657,0.808429,0.293291,0.0649367,0.22835446894168854,0.215987,1.06664,0.290971,0.769158,,,2.82455,5.41145,5.83827,999,,,,,,,1075.3000000000002,5.689417989417991,1005,5.317460317460317,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",12,8,20,3.2166,32,32,0,0,,200,820,183,78,71,18,49,,7,193,8.69276,2.21039,3.93269,0.799788,0.235319,0.0598366,0.1754821427166462,0.239624,1.16221,0.298774,0.742733,,,3.19652,4.79748,5.15769,999,,,,,,,1000.8,5.004,984,4.92,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Logan Webb","SFG",15,9,20,3.18656,32,32,0,0,,202,836,191,79,72,16,45,,6,191,8.49242,2.00763,4.23006,0.712906,0.228328,0.0539775,0.17435050755739212,0.243526,1.16842,0.302939,0.736264,,,3.02983,4.5272,4.54127,999,,,,,,,1030.4,5.100990099009901,1031,5.103960396039604,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Cole Ragans","KCR",11,8,17,3.38853,29,29,0,0,,163,674,132,67,61,17,58,,5,202,11.1404,3.19579,3.48596,0.930961,0.298935,0.0857539,0.21318086981773376,0.215844,1.16588,0.292885,0.741057,,,3.1574,4.13371,3.70842,999,,,,,,,868.9000000000001,5.330674846625768,809,4.96319018404908,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Chris Sale","ATL",12,6,18,3.149,28,28,0,0,,165,677,138,62,58,18,44,,10,200,10.9081,2.40731,4.53122,0.953919,0.296279,0.0653861,0.23089297115802765,0.221868,1.10299,0.298031,0.760062,,,3.06392,3.98567,4.37882,999,,,,,,,878.8,5.326060606060606,829,5.024242424242424,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Max Fried","NYY",14,9,19,3.34831,31,31,0,0,,189,780,169,77,70,17,54,,7,175,8.36918,2.57901,3.24512,0.816728,0.224908,0.0693066,0.155601404607296,0.235637,1.18454,0.289308,0.735826,,,3.42621,3.88757,3.848,999,,,,,,,917.1000000000003,4.852380952380954,891,4.714285714285714,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Dylan Cease","TOR",12,9,18,3.59449,32,32,0,0,,183,766,153,79,73,22,69,,5,213,10.5272,3.39018,3.10521,1.06068,0.278871,0.0898075,0.18906381726264954,0.220956,1.21401,0.287558,0.746615,,,3.54239,3.8496,3.27945,999,,,,,,,889.8,4.862295081967213,833,4.551912568306011,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Hunter Greene","CIN",11,9,17,3.73449,31,31,0,0,,180,735,142,80,75,24,58,,13,212,10.6159,2.91727,3.63898,1.22182,0.288298,0.079225,0.2090732902288437,0.213851,1.11387,0.275056,0.725228,,,3.73641,3.83957,3.75841,999,,,,,,,878.5999999999999,4.88111111111111,799,4.438888888888889,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Hunter Brown","HOU",13,8,19,3.34563,31,31,0,0,,183,759,157,74,68,19,60,,7,197,9.66034,2.96559,3.25748,0.939281,0.258969,0.0795,0.17946934700012207,0.227494,1.18896,0.290399,0.751665,,,3.44578,3.77934,3.98734,999,,,,,,,905.3,4.946994535519125,861,4.704918032786885,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Sonny Gray","BOS",12,10,17,3.72207,31,31,0,0,,178,746,170,80,74,21,47,,5,186,9.37441,2.38309,3.93372,1.08326,0.249028,0.063306,0.1857222244143486,0.244349,1.21512,0.304322,0.733221,,,3.49693,3.69273,3.36882,999,,,,,,,832.9000000000001,4.679213483146068,833,4.679775280898877,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Jacob deGrom","TEX",11,8,17,3.50173,29,29,0,0,,169,679,143,71,66,23,40,,4,188,10.0174,2.11057,4.74629,1.22998,0.276354,0.0582253,0.21812893822789192,0.224928,1.08262,0.282221,0.74193,,,3.4567,3.67049,3.30797,999,,,,,,,839.9000000000003,4.969822485207103,790,4.674556213017752,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Framber Valdez",,13,10,19,3.43481,31,31,0,0,,195,813,177,81,74,17,65,,8,182,8.38589,3.00076,2.79458,0.79314,0.223361,0.0799265,0.14343488216400146,0.239904,1.24376,0.296324,0.738357,,,3.54807,3.63881,4.15504,999,,,,,,,918.7,4.711282051282051,899,4.61025641025641,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Yoshinobu Yamamoto","LAD",12,7,16,3.37748,26,26,0,0,,155,627,129,63,58,17,44,,5,165,9.53706,2.52134,3.78254,0.968098,0.262572,0.0694169,0.19315513223409653,0.223369,1.11196,0.283275,0.731518,,,3.3496,3.63307,3.57268,999,,,,,,,785.5000000000001,5.0677419354838715,737,4.754838709677419,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Jesús Luzardo","PHI",12,10,17,3.77577,31,31,0,0,,179,742,157,81,75,23,56,,5,197,9.94311,2.80462,3.54526,1.16483,0.265914,0.0750054,0.19090835005044937,0.23115,1.19348,0.291542,0.729817,,,3.6269,3.54678,3.38979,999,,,,,,,844.5000000000002,4.717877094972068,807,4.5083798882681565,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Bryan Woo","SEA",13,10,19,3.46858,32,32,0,0,,195,788,169,81,75,25,43,,9,197,9.09086,1.96034,4.63738,1.16161,0.250311,0.0539769,0.196334358304739,0.228646,1.08063,0.278523,0.73739,,,3.57811,3.52535,3.30534,999,,,,,,,934.1,4.7902564102564105,888,4.553846153846154,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Ranger Suárez","BOS",12,9,17,3.6214,29,29,0,0,,169,713,166,74,68,17,49,,5,149,7.93278,2.59709,3.05449,0.891642,0.208931,0.0684013,0.14052950590848923,0.251417,1.26926,0.301907,0.734963,,,3.61438,3.35062,3.40619,999,,,,,,,745.9000000000002,4.413609467455623,760,4.497041420118343,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"George Kirby","SEA",12,9,18,3.52536,31,31,0,0,,173,711,160,74,68,21,32,,7,170,8.83114,1.67496,5.27245,1.08016,0.239327,0.045392,0.1939353533089161,0.238927,1.11153,0.290552,0.726827,,,3.41316,3.25134,2.6826,999,,,,,,,828.9000000000001,4.791329479768787,815,4.710982658959537,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Pablo López","MIN",11,9,16,3.74805,29,29,0,0,,169,703,158,76,70,20,44,,7,168,8.97639,2.34087,3.83463,1.07169,0.239257,0.0623938,0.17686346173286438,0.242789,1.19861,0.298075,0.724332,,,3.59769,3.20353,2.91339,999,,,,,,,776.8000000000002,4.596449704142013,768,4.544378698224852,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Spencer Schwellenbach","ATL",11,8,16,3.52034,28,28,0,0,,169,689,156,72,66,20,35,,7,165,8.79961,1.86001,4.73094,1.08674,0.240172,0.0507662,0.1894056387245655,0.241068,1.12883,0.293899,0.733353,,,3.48639,3.15503,3.5365,999,,,,,,,803.0000000000001,4.751479289940829,789,4.668639053254438,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Joe Ryan","MIN",11,10,16,3.78902,29,29,0,0,,167,685,147,75,70,24,40,,9,183,9.82349,2.13622,4.59853,1.31333,0.266656,0.0579871,0.20866848155856133,0.231345,1.11727,0.28604,0.729493,,,3.71868,3.1423,2.88948,999,,,,,,,777.3999999999999,4.65508982035928,742,4.4431137724550895,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Aaron Nola","PHI",11,10,16,4.11789,31,31,0,0,,180,752,173,89,82,26,45,,5,177,8.86524,2.25939,3.92373,1.30029,0.235781,0.060091,0.17568962275981903,0.24627,1.21054,0.294591,0.711583,,,3.88808,3.12025,2.62679,999,,,,,,,766.4000000000001,4.257777777777778,766,4.2555555555555555,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Kyle Bradish","BAL",9,7,16,3.61876,28,28,0,0,,148,617,132,64,59,16,47,,7,156,9.50154,2.84321,3.34183,0.995103,0.253154,0.0757532,0.1774010956287384,0.233637,1.20541,0.294951,0.73302,,,3.5504,3.10516,2.65925,999,,,,,,,705.2,4.764864864864865,682,4.608108108108108,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Michael King","SDP",11,9,17,3.67751,31,31,0,0,,170,719,151,75,70,21,62,,8,179,9.47007,3.2513,2.9127,1.12131,0.24936,0.0856114,0.16374868154525757,0.231635,1.2444,0.287785,0.749448,,,3.87155,3.05429,2.94661,999,,,,,,,755.1,4.4417647058823535,725,4.264705882352941,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Logan Gilbert","SEA",10,8,17,3.41446,29,29,0,0,,163,661,139,67,62,21,39,,5,178,9.82207,2.13939,4.59106,1.15761,0.269546,0.0587111,0.2108350619673729,0.224729,1.08668,0.281629,0.74565,,,3.43769,3.03855,2.84684,999,,,,,,,810.5000000000001,4.97239263803681,766,4.699386503067485,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Kevin Gausman","TOR",12,10,17,3.90028,31,31,0,0,,182,764,172,85,79,24,53,,3,177,8.752,2.60106,3.36478,1.1989,0.231643,0.0688435,0.1627994030714035,0.243331,1.23572,0.292102,0.731071,,,3.84411,3.02244,2.57412,999,,,,,,,790.3999999999999,4.3428571428571425,784,4.3076923076923075,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Shane McClanahan","TBR",9,7,14,3.44774,24,24,0,0,,139,567,122,57,53,17,39,,3,148,9.59405,2.53224,3.78875,1.09159,0.260607,0.0687843,0.19182251393795013,0.232624,1.16197,0.292242,0.753664,,,3.49464,2.95796,2.97643,999,,,,,,,672.3000000000002,4.8366906474820155,644,4.633093525179856,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Nathan Eovaldi","TEX",10,10,16,3.77298,29,29,0,0,,173,715,160,79,73,22,45,,7,163,8.49487,2.33646,3.63578,1.1218,0.228463,0.0628373,0.16562532633543015,0.241091,1.18362,0.289195,0.720852,,,3.76411,2.9488,2.69383,999,,,,,,,763.5999999999999,4.413872832369941,749,4.329479768786127,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Brandon Woodruff","MIL",10,8,15,3.73376,28,28,0,0,,149,613,131,66,62,21,40,,6,158,9.53782,2.42454,3.93386,1.25885,0.257274,0.0653998,0.1918739229440689,0.231614,1.15171,0.284483,0.738734,,,3.76322,2.9088,2.73896,999,,,,,,,681.7000000000002,4.575167785234901,650,4.3624161073825505,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"MacKenzie Gore","TEX",11,9,16,3.82255,29,29,0,0,,160,677,139,73,68,20,60,,8,182,10.244,3.36224,3.04677,1.09823,0.268802,0.0882251,0.18057643622159958,0.228236,1.24379,0.293116,0.733294,,,3.71001,2.87882,2.49712,999,,,,,,,736.6,4.60375,700,4.375,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"José Soriano","LAA",11,10,17,3.85941,31,31,0,0,,176,758,163,82,75,15,76,,10,164,8.38293,3.90681,2.14572,0.755456,0.216449,0.100875,0.11557438969612122,0.242629,1.35845,0.300753,0.717289,,,3.84398,2.87701,2.82705,999,,,,,,,764.1000000000001,4.341477272727274,755,4.2897727272727275,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Zack Wheeler","PHI",9,6,13,3.31634,21,21,0,0,,127,518,108,51,47,14,33,,6,139,9.81402,2.36258,4.15393,1.00418,0.26813,0.0645484,0.20358119904994965,0.225031,1.10837,0.287184,0.744182,,,3.32877,2.87136,3.10778,999,,,,,,,647.8000000000002,5.100787401574805,614,4.834645669291339,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Blake Snell","LAD",10,7,15,3.54616,26,26,0,0,,141,592,113,60,56,16,63,,3,175,11.1746,4.00059,2.79324,1.03152,0.296119,0.106013,0.1901061236858368,0.214634,1.24403,0.289137,0.755351,,,3.54572,2.87072,2.94994,999,,,,,,,704.8000000000002,4.998581560283689,649,4.602836879432624,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Spencer Strider","ATL",12,9,15,3.84666,28,28,0,0,,159,665,136,73,68,20,55,,8,187,10.6185,3.12423,3.39874,1.15017,0.2816,0.0828541,0.1987454891204834,0.226532,1.20683,0.294242,0.725551,,,3.62094,2.83225,2.75959,999,,,,,,,762.0000000000001,4.79245283018868,720,4.528301886792453,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Sandy Alcantara","MIA",11,11,16,4.07866,31,31,0,0,,188,790,183,92,85,21,54,,7,156,7.47051,2.58827,2.88629,1.01319,0.197463,0.0684139,0.12904877215623856,0.250418,1.25837,0.292502,0.696568,,,3.91943,2.716,2.74168,999,,,,,,,786.1000000000001,4.181382978723405,796,4.23404255319149,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Nick Pivetta","SDP",11,11,17,3.91447,31,31,0,0,,183,754,159,85,80,29,55,,5,200,9.85533,2.71569,3.62903,1.41806,0.265945,0.0732826,0.19266193360090256,0.228723,1.1682,0.279572,0.741353,,,3.98124,2.68415,2.70409,999,,,,,,,804.1,4.393989071038251,758,4.14207650273224,,,,,,,,,,,,,,,,,,,"Nick Pivetta","15454",601713
"Drew Rasmussen","TBR",10,9,17,3.75506,31,31,0,0,,160,658,151,72,67,19,41,,5,141,7.95366,2.33204,3.4106,1.09591,0.21485,0.0629948,0.15185552090406418,0.246029,1.19933,0.290636,0.727279,,,3.82577,2.67899,2.72689,999,,,,,,,701.6999999999999,4.385624999999999,697,4.35625,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Andrew Abbott","CIN",9,9,15,4.16916,29,29,0,0,,164,695,159,82,76,25,50,,4,149,8.16962,2.75075,2.96996,1.34199,0.21488,0.0723512,0.14252906292676926,0.2477,1.26981,0.287434,0.72824,,,4.25381,2.65095,2.4957,999,,,,,,,628.7000000000002,3.8335365853658545,631,3.847560975609756,,,,,,,,,,,,,,,,,,,"Andrew Abbott","29911",671096
"Freddy Peralta","NYM",11,9,16,3.8287,29,29,0,0,,162,680,137,75,69,21,61,,7,177,9.82123,3.37292,2.91179,1.18902,0.260477,0.0894561,0.17102079838514328,0.223673,1.21808,0.279237,0.733609,,,3.92749,2.63013,2.40426,999,,,,,,,734.3,4.532716049382715,687,4.2407407407407405,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Chase Burns","CIN",8,7,12,3.74526,31,23,0,1,,123,512,108,56,51,17,36,,2,142,10.3822,2.63149,3.94536,1.21926,0.277604,0.0703622,0.20724183320999146,0.228286,1.1704,0.290388,0.733237,,,3.51718,2.62915,2.31037,999,,,,,,,594.3,4.83170731707317,568,4.617886178861789,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Tyler Glasnow","LAD",8,6,13,3.67938,24,24,0,0,,133,546,110,59,54,17,49,,3,155,10.4982,3.32119,3.16098,1.12629,0.283397,0.0896548,0.193742074072361,0.222182,1.19722,0.288616,0.736145,,,3.59439,2.62802,2.51716,999,,,,,,,643.1,4.8353383458646615,598,4.496240601503759,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Kris Bubic","KCR",10,8,12,3.72953,34,24,0,1,,145,614,137,65,60,15,49,,5,140,8.70685,3.05368,2.85126,0.939209,0.228131,0.0800103,0.1481202393770218,0.243571,1.28189,0.299573,0.73483,,,3.66933,2.59015,2.61671,999,,,,,,,654.3,4.512413793103448,652,4.496551724137931,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Tanner Bibee","CLE",11,11,17,3.90094,31,31,0,0,,182,764,170,85,79,24,54,,8,170,8.41477,2.68325,3.13603,1.21035,0.222507,0.0709518,0.1515551432967186,0.242319,1.23341,0.286999,0.731453,,,4.04051,2.54119,2.57854,999,,,,,,,763.5999999999999,4.195604395604395,752,4.131868131868132,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Jack Flaherty","DET",11,10,15,4.01754,29,29,0,0,,162,690,146,78,72,21,59,,7,177,9.86376,3.266,3.02014,1.19471,0.256705,0.0849978,0.1717071384191513,0.234819,1.26949,0.294003,0.72733,,,3.89445,2.5139,2.13602,999,,,,,,,716.9,4.425308641975309,693,4.277777777777778,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Zac Gallen",,13,11,17,4.01796,32,32,0,0,,191,808,181,92,85,25,62,,7,179,8.42425,2.92278,2.88228,1.18585,0.221434,0.0768259,0.14460766315460205,0.244778,1.27147,0.291069,0.72628,,,4.05435,2.43522,2.70392,999,,,,,,,786.3000000000001,4.116753926701571,781,4.0890052356020945,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Matthew Boyd","CHC",11,9,16,3.8873,29,29,0,0,,167,698,156,78,72,22,49,,7,149,8.0057,2.61525,3.06116,1.16409,0.212784,0.0695107,0.14327286183834076,0.242977,1.22548,0.284768,0.727023,,,4.03576,2.42011,2.59813,999,,,,,,,689.5999999999998,4.129341317365268,679,4.065868263473054,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"Nick Lodolo","CIN",9,9,14,4.13124,28,28,0,0,,151,640,140,75,69,21,42,,16,154,9.17001,2.47407,3.70645,1.24694,0.24092,0.0650002,0.17591985315084457,0.240725,1.20112,0.292793,0.701552,,,4.04297,2.35955,2.34738,999,,,,,,,629.1000000000001,4.166225165562915,616,4.079470198675497,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
"Trevor Rogers","BAL",10,9,15,4.07867,29,29,0,0,,163,695,161,80,74,20,53,,5,140,7.72274,2.91535,2.64899,1.10352,0.201586,0.076099,0.12548672407865524,0.252976,1.31041,0.295965,0.719245,,,4.08437,2.35126,1.91024,999,,,,,,,647.6,3.9730061349693253,661,4.0552147239263805,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Mitch Keller","PIT",10,11,16,4.19092,31,31,0,0,,175,751,174,88,82,22,53,,11,152,7.80336,2.71587,2.87324,1.10871,0.202525,0.0704867,0.1320386603474617,0.253885,1.29636,0.297686,0.706076,,,4.0935,2.33958,2.3811,999,,,,,,,684.0000000000001,3.9085714285714293,701,4.005714285714285,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Merrill Kelly","ARI",11,9,17,3.93888,31,31,0,0,,180,758,176,85,79,24,54,,4,160,8.01564,2.69582,2.97336,1.1872,0.211633,0.0711762,0.140456423163414,0.25066,1.27421,0.294066,0.735929,,,4.02848,2.33137,2.90974,999,,,,,,,725.1999999999999,4.028888888888888,734,4.0777777777777775,,,,,,,,,,,,,,,,,,,"Merrill Kelly","11156",518876
"Brady Singer","CIN",10,12,15,4.3743,31,31,0,0,,169,726,165,89,82,25,54,,10,160,8.52871,2.88476,2.95647,1.31294,0.220984,0.0747458,0.1462380290031433,0.249742,1.29621,0.294962,0.708029,,,4.28081,2.33098,2.12796,999,,,,,,,642.1000000000001,3.7994082840236696,648,3.834319526627219,,,,,,,,,,,,,,,,,,,"Brady Singer","25377",663903
"Yusei Kikuchi","LAA",9,10,15,4.20846,31,31,0,0,,169,728,165,86,79,25,63,,5,173,9.19899,3.32258,2.76863,1.32978,0.237908,0.0859298,0.15197839587926865,0.249585,1.34208,0.30245,0.737629,,,4.2062,2.32482,1.96082,999,,,,,,,656.1000000000001,3.88224852071006,662,3.9171597633136095,,,,,,,,,,,,,,,,,,,"Yusei Kikuchi","20633",579328
"Luis Castillo","SEA",11,10,17,3.82083,31,31,0,0,,179,749,166,83,76,25,51,,7,167,8.38444,2.54004,3.3009,1.22959,0.223246,0.0676316,0.15561392158269882,0.240349,1.20845,0.283475,0.735486,,,4.00606,2.31833,2.05128,999,,,,,,,745.5000000000001,4.164804469273744,730,4.078212290502793,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Emmet Sheehan","LAD",9,7,11,3.95945,44,24,0,1,,145,603,123,68,64,21,51,,6,164,10.23,3.15705,3.24038,1.28817,0.272943,0.0842318,0.18871085345745087,0.224741,1.19806,0.282765,0.727649,,,3.90594,2.31172,2.01935,999,,,,,,,655.9000000000001,4.523448275862069,613,4.227586206896552,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Shane Bieber","TOR",8,7,13,3.75401,24,24,0,0,,138,573,133,62,57,17,32,,4,125,8.177,2.11246,3.87084,1.1323,0.218524,0.0564538,0.1620699241757393,0.248467,1.20306,0.294293,0.732713,,,3.73487,2.30745,2.20914,999,,,,,,,608.3,4.4079710144927535,611,4.427536231884058,,,,,,,,,,,,,,,,,,,"Shane Bieber","19427",669456
"Shohei Ohtani","LAD",8,5,13,3.51237,23,23,0,0,,116,471,91,49,45,15,40,,6,138,10.708,3.12228,3.42953,1.18038,0.292213,0.0852051,0.2070082500576973,0.21389,1.13284,0.278212,0.746079,,,3.65211,2.3074,2.46032,999,,,,,,,575.3000000000001,4.95948275862069,523,4.508620689655173,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Mason Miller","SDP",4,2,0,2.43191,66,0,32,2,,66,259,39,19,18,6,24,,2,106,14.4929,3.32759,4.35536,0.814601,0.410122,0.0941648,0.31595735996961594,0.168142,0.961989,0.275454,0.803803,,,2.30341,2.29616,2.38985,999,,,,,,,615.2000000000002,9.321212121212124,554,8.393939393939394,,,,,,,,,,,,,,,,,,,"Mason Miller","31757",695243
"Carlos Rodón","NYY",11,9,15,4.02556,28,28,0,0,,155,655,137,75,69,21,56,,6,163,9.44519,3.26746,2.89068,1.20353,0.248221,0.0858692,0.16235151141881943,0.231225,1.24704,0.284205,0.721335,,,3.98935,2.28027,1.86688,999,,,,,,,672.5,4.338709677419355,642,4.141935483870967,,,,,,,,,,,,,,,,,,,"Carlos Rodon","16137",607074
"David Peterson","NYM",9,8,16,3.85016,29,29,0,0,,163,705,156,76,70,16,64,,8,146,8.07119,3.51762,2.2945,0.8615,0.207415,0.0903965,0.11701852828264236,0.24676,1.34994,0.298309,0.726806,,,3.89683,2.26885,2.36145,999,,,,,,,679.8000000000001,4.170552147239264,683,4.190184049079755,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Eury Pérez","MIA",8,9,14,4.04298,28,28,0,0,,135,561,117,65,61,19,46,,4,145,9.64328,3.09034,3.12046,1.26128,0.258377,0.0828008,0.17557591199874878,0.228659,1.20593,0.282125,0.717273,,,3.93818,2.24907,2.07607,999,,,,,,,601.0999999999999,4.452592592592592,568,4.207407407407407,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Joe Musgrove","SDP",9,9,15,3.88572,28,28,0,0,,158,664,150,73,68,20,41,,13,145,8.27843,2.34006,3.5377,1.16087,0.218049,0.0616359,0.15641333907842636,0.245857,1.21353,0.291403,0.723913,,,3.99251,2.23942,2.37761,999,,,,,,,661.2,4.184810126582279,658,4.1645569620253164,,,,,,,,,,,,,,,,,,,"Joe Musgrove","12970",605397
"Michael Wacha","KCR",10,11,14,4.27901,29,29,0,0,,164,696,165,84,78,22,48,,5,128,7.00586,2.64092,2.65281,1.19563,0.183849,0.0693034,0.11454565823078156,0.256736,1.29738,0.290448,0.708553,,,4.27618,2.2344,1.99015,999,,,,,,,611,3.725609756097561,631,3.847560975609756,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Casey Mize","DET",9,9,15,4.05606,29,29,0,0,,155,659,154,76,70,21,43,,5,138,8.01445,2.52034,3.1799,1.20225,0.209879,0.0660016,0.14387709647417068,0.251521,1.26875,0.294176,0.721474,,,4.0266,2.22805,1.90812,999,,,,,,,620.3000000000001,4.001935483870968,634,4.090322580645161,,,,,,,,,,,,,,,,,,,"Casey Mize","20492",663554
"Reid Detmers","LAA",9,9,11,4.07971,34,24,0,1,,145,613,129,71,66,19,53,,7,158,9.84138,3.2727,3.00711,1.1671,0.258558,0.0859822,0.17257589101791382,0.233281,1.25403,0.293297,0.714532,,,3.87097,2.17897,1.84263,999,,,,,,,643.9,4.440689655172414,618,4.2620689655172415,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Jhoan Duran","PHI",7,3,0,2.67488,70,0,29,3,,70,285,55,23,21,4,22,,4,84,10.8333,2.83614,3.81975,0.532399,0.296006,0.0774936,0.21851254999637604,0.212175,1.09978,0.297911,0.75652,,,2.60175,2.14623,2.28676,999,,,,,,,572.8,8.182857142857141,545,7.785714285714286,,,,,,,,,,,,,,,,,,,"Jhoan Duran","21029",661395
"Brandon Pfaadt","ARI",11,10,15,4.21901,31,31,0,0,,172,730,176,87,81,24,40,,8,153,7.99505,2.0621,3.87714,1.22802,0.209737,0.0540959,0.15564150735735893,0.25812,1.25145,0.301744,0.703584,,,3.95674,2.12114,2.1876,999,,,,,,,681.9999999999999,3.965116279069767,710,4.127906976744186,,,,,,,,,,,,,,,,,,,"Brandon Pfaadt","27782",694297
"Luis Severino","ATH",10,11,15,4.4815,31,31,0,0,,181,777,183,97,90,24,57,,12,144,7.1994,2.83826,2.53655,1.20932,0.185799,0.0732489,0.11255054920911789,0.258073,1.32844,0.293761,0.693005,,,4.42151,2.11125,1.76589,999,,,,,,,649.4000000000001,3.587845303867404,674,3.723756906077348,,,,,,,,,,,,,,,,,,,"Luis Severino","15890",622663
"Clay Holmes","NYM",11,9,15,3.89067,28,28,0,0,,153,663,152,72,66,13,57,,9,125,7.36178,3.3632,2.18892,0.785442,0.188348,0.086046,0.1023019403219223,0.254204,1.36798,0.301722,0.718597,,,3.92825,2.10948,2.14374,999,,,,,,,629.0999999999999,4.1117647058823525,648,4.235294117647059,,,,,,,,,,,,,,,,,,,"Clay Holmes","13649",605280
"Jeffrey Springs","ATH",10,11,15,4.37554,31,31,0,0,,171,725,170,89,83,27,54,,4,146,7.69139,2.83397,2.714,1.42043,0.200931,0.0740351,0.1268962249159813,0.254912,1.31303,0.289444,0.72549,,,4.49034,2.10793,1.93196,999,,,,,,,609.3000000000002,3.563157894736843,622,3.6374269005847952,,,,,,,,,,,,,,,,,,,"Jeffrey Springs","17677",605488
