Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Patrick Sandoval","BOS",5,5,4,4.00002,40,10,0,1,,82,357,80,39,36,8,34,,3,76,8.32648,3.70161,2.24942,0.887922,0.212479,0.0944593,0.11801931262016296,0.249368,1.38571,0.30369,0.725589,,,3.90716,0.881419,0.855167,999,,,,,,,345.4000000000001,4.212195121951221,351,4.280487804878049,,,,,,,,,,,,,,,,,,,"Patrick Sandoval","19447",663776
"David Festa","MIN",4,5,4,4.0921,34,10,0,1,,73,311,68,36,33,9,25,,3,75,9.15446,3.10337,2.94984,1.16061,0.239518,0.0811969,0.1583210974931717,0.241956,1.27885,0.296614,0.7201,,,3.93631,0.880262,0.631768,999,,,,,,,322.70000000000005,4.42054794520548,318,4.3561643835616435,,,,,,,,,,,,,,,,,,,"David Festa","30056",701581
"Ryan Walker","SFG",5,3,0,3.27085,63,0,27,5,,63,264,55,25,23,5,20,,5,68,9.73617,2.81692,3.45631,0.776218,0.258263,0.0747221,0.183540977537632,0.228709,1.18211,0.297437,0.740149,,,3.2586,0.872363,1.11812,167.2899932861328,,,,,,,477.70000000000005,7.582539682539683,466,7.396825396825397,,,,,,,,,,,,,,,,,,,"Ryan Walker","20423",676254
"Patrick Corbin",,6,8,9,4.86429,21,21,0,0,,113,498,123,66,61,17,39,,3,91,7.23044,3.0634,2.36027,1.36028,0.182885,0.077485,0.1054001972079277,0.26922,1.42397,0.30369,0.693107,,,4.59694,0.861955,0.446851,999,,,,,,,363.3,3.2150442477876107,400,3.5398230088495577,,,,,,,,,,,,,,,,,,,"Patrick Corbin","9323",571578
"Robert Gasser","MIL",5,5,5,4.06804,37,11,0,1,,84,360,80,41,38,11,26,,6,78,8.30452,2.82041,2.94443,1.22455,0.216473,0.0735193,0.14295344054698944,0.243813,1.25855,0.287139,0.721352,,,4.21624,0.855464,0.721687,739.77001953125,,,,,,,342.29999999999995,4.074999999999999,341,4.059523809523809,,,,,,,,,,,,,,,,,,,"Robert Gasser","29812",688107
"Raisel Iglesias","ATL",5,3,0,3.61406,66,0,26,4,,66,270,58,29,27,8,18,,2,71,9.65578,2.43085,3.97218,1.135,0.261896,0.0659325,0.19596341997385025,0.232433,1.15105,0.291314,0.735198,,,3.548,0.848961,0.959758,95.2300033569336,,,,,,,467.2000000000001,7.07878787878788,454,6.878787878787879,,,,,,,,,,,,,,,,,,,"Raisel Iglesias","17130",628452
"Jacob Latz","TEX",4,5,4,4.41565,51,11,0,1,,111,481,101,59,54,14,54,,3,107,8.65214,4.36482,1.98224,1.17044,0.222064,0.112027,0.11003732681274414,0.237384,1.39066,0.284754,0.714572,,,4.44471,0.837443,0.572946,716.3099975585938,,,,,,,433.6,3.9063063063063064,420,3.7837837837837838,,,,,,,,,,,,,,,,,,,"Jacob Latz","21306",656641
"Ian Seymour","TBR",5,6,5,4.16152,41,11,0,1,,95,400,88,47,44,14,28,,6,91,8.6008,2.6613,3.23181,1.31836,0.226956,0.0702257,0.15673048794269562,0.240408,1.22272,0.283429,0.710753,,,4.19218,0.83037,0.812414,329.4599914550781,,,,,,,385.99999999999994,4.063157894736841,377,3.968421052631579,,,,,,,,,,,,,,,,,,,"Ian Seymour","27932",693855
"Jon Gray",,4,4,5,4.46059,11,11,0,0,,61,260,60,32,30,8,19,,2,53,7.77493,2.86887,2.7101,1.25334,0.202206,0.0746118,0.1275939717888832,0.252846,1.30917,0.292099,0.698179,,,4.28346,0.827945,0.596958,999,,,,,,,240.0000000000001,3.9344262295081984,244,4,,,,,,,,,,,,,,,,,,,"Jon Gray","14916",592351
"Hunter Barco","PIT",4,4,5,4.18341,39,13,0,1,,89,388,86,45,41,11,37,,6,81,8.18536,3.71165,2.20531,1.08905,0.208026,0.0943296,0.11369667202234268,0.247685,1.3757,0.29464,0.724681,,,4.33759,0.815226,0.833718,999,,,,,,,336.69999999999993,3.78314606741573,339,3.808988764044944,,,,,,,,,,,,,,,,,,,"Hunter Barco","33174",682995
"Kyle Harrison","MIL",5,5,6,4.25343,31,15,0,1,,89,385,83,45,42,12,35,,5,89,8.97104,3.55318,2.52479,1.23771,0.231284,0.091605,0.13967866450548172,0.240949,1.32507,0.29075,0.722295,,,4.27606,0.805304,0.858832,999,,,,,,,357.2,4.013483146067416,351,3.943820224719101,,,,,,,,,,,,,,,,,,,"Kyle Harrison","27758",690986
"Emilio Pagán","CIN",3,3,0,4.04463,66,0,27,4,,66,271,56,32,30,10,23,,2,71,9.69451,3.10062,3.12663,1.37408,0.262721,0.0840268,0.17869417369365692,0.227361,1.19265,0.278127,0.727014,,,4.07468,0.796087,0.702875,108.37000274658203,,,,,,,437.80000000000007,6.633333333333335,418,6.333333333333333,,,,,,,,,,,,,,,,,,,"Emilio Pagan","14771",641941
"Chris Martin","TEX",4,3,0,3.37907,54,0,4,12,,54,223,51,22,20,6,11,,2,53,8.88898,1.90878,4.65689,1.06033,0.239638,0.0514587,0.1881788931787014,0.243037,1.15491,0.297423,0.757713,,,3.41785,0.795458,0.707741,693.5700073242188,,,,,,,328.20000000000005,6.077777777777778,327,6.055555555555555,,,,,,,,,,,,,,,,,,,"Chris Martin","11847",455119
"Alek Manoah","LAA",5,7,8,4.74392,19,19,0,0,,104,452,102,59,55,15,42,,8,88,7.60765,3.6691,2.07344,1.26746,0.193629,0.0933853,0.10024343430995941,0.252395,1.38708,0.289732,0.688211,,,4.73062,0.791295,0.604459,738.9099731445312,,,,,,,345.90000000000003,3.325961538461539,351,3.375,,,,,,,,,,,,,,,,,,,"Alek Manoah","26410",666201
"Mick Abel","MIN",7,8,7,4.49808,44,18,0,1,,118,517,115,64,59,15,53,,5,107,8.14493,4.05712,2.00757,1.12776,0.205941,0.102582,0.10335840284824371,0.250564,1.42863,0.296817,0.70907,,,4.42978,0.790495,0.661254,739.22998046875,,,,,,,433.70000000000005,3.6754237288135596,439,3.7203389830508473,,,,,,,,,,,,,,,,,,,"Mick Abel","27756",690953
"Alex Vesia","LAD",4,3,0,3.54682,61,0,1,18,,61,253,47,26,24,8,25,,3,77,11.3348,3.74779,3.02438,1.24258,0.303678,0.10041,0.20326823741197586,0.208634,1.18525,0.275735,0.767373,,,3.79764,0.784899,0.786271,999,,,,,,,377.8000000000001,6.193442622950822,348,5.704918032786885,,,,,,,,,,,,,,,,,,,"Alex Vesia","25007",681911
"Dennis Santana","PIT",4,3,0,3.72239,68,0,26,5,,68,284,62,30,28,7,23,,3,63,8.33334,3.06443,2.71938,0.88095,0.221456,0.0814364,0.14002002775669098,0.238828,1.24687,0.291738,0.721116,,,3.7137,0.78268,1.04028,151.91000366210938,,,,,,,453.90000000000003,6.675000000000001,447,6.573529411764706,,,,,,,,,,,,,,,,,,,"Dennis Santana","17878",642701
"Jose A. Ferrer","SEA",4,3,0,3.27116,70,0,3,16,,70,292,62,28,25,5,21,,4,67,8.67135,2.7632,3.13815,0.698246,0.231351,0.073722,0.15762875229120255,0.233141,1.1942,0.29288,0.734302,,,3.29459,0.78114,0.738305,739.6900024414062,,,,,,,433.3,6.19,423,6.042857142857143,,,,,,,,,,,,,,,,,,,"Jose A. Ferrer","24017",678606
"Tomoyuki Sugano","COL",6,9,8,5.17111,21,21,0,0,,116,507,138,72,67,21,27,,4,74,5.73431,2.11296,2.71387,1.64355,0.146058,0.0538191,0.09223911166191101,0.291096,1.42573,0.308218,0.690885,,,5.04783,0.77817,0.977324,999,,,,,,,296.3000000000001,2.5543103448275875,362,3.1206896551724137,,,,,,,,,,,,,,,,,,,"Tomoyuki Sugano","35321",608372
"Kevin Ginkel","ARI",4,3,0,3.60779,62,0,12,11,,62,263,56,27,25,6,24,,3,64,9.31395,3.43675,2.7101,0.85005,0.244387,0.0901762,0.15421079099178314,0.235384,1.27905,0.299277,0.741328,,,3.56224,0.774778,0.952539,669.22998046875,,,,,,,390.4,6.296774193548386,383,6.17741935483871,,,,,,,,,,,,,,,,,,,"Kevin Ginkel","19876",656464
"Lucas Erceg","KCR",4,4,0,3.7045,62,0,2,13,,62,265,56,28,26,5,24,,4,61,8.80124,3.45807,2.54513,0.774273,0.228945,0.0899542,0.13899123668670654,0.236995,1.28848,0.297369,0.719507,,,3.66549,0.757026,0.746146,739.7999877929688,,,,,,,351.69999999999993,5.672580645161289,345,5.564516129032258,,,,,,,,,,,,,,,,,,,"Lucas Erceg","19360",668674
"Janson Junk","MIA",5,6,4,4.34177,50,10,0,1,,95,404,101,50,46,13,20,,3,69,6.52208,1.88169,3.46607,1.19048,0.17119,0.0493903,0.12179991975426674,0.265823,1.26959,0.296316,0.689698,,,4.13626,0.755848,0.570115,999,,,,,,,353.5,3.721052631578947,379,3.9894736842105263,,,,,,,,,,,,,,,,,,,"Janson Junk","23301",676083
"Seranthony Domínguez","CHW",4,4,0,3.91773,63,0,20,6,,63,268,53,30,27,8,30,,2,71,10.1959,4.22997,2.4104,1.103,0.266547,0.110582,0.15596479177474976,0.224254,1.309,0.288208,0.738172,,,3.98934,0.753405,0.461322,206.30999755859375,,,,,,,400.00000000000006,6.34920634920635,381,6.0476190476190474,,,,,,,,,,,,,,,,,,,"Seranthony Dominguez","19249",622554
"Andrew Alvarez","WSN",4,5,5,4.36891,35,13,0,1,,90,392,93,47,44,10,35,,4,65,6.54299,3.49995,1.86945,1.04157,0.166475,0.0890502,0.07742486894130707,0.262654,1.4216,0.296844,0.710294,,,4.49114,0.752621,0.669189,999,,,,,,,318.2,3.5355555555555553,337,3.7444444444444445,,,,,,,,,,,,,,,,,,,"Andrew Alvarez","29914",674841
"Orion Kerkering","PHI",5,3,0,3.48672,63,0,1,13,,63,264,53,27,24,6,23,,4,70,9.93593,3.30052,3.01041,0.912887,0.263073,0.0873876,0.17568505555391312,0.224664,1.21236,0.290865,0.739505,,,3.5433,0.751429,0.707729,999,,,,,,,370.6,5.882539682539683,353,5.603174603174603,,,,,,,,,,,,,,,,,,,"Orion Kerkering","31776",689147
"Ryan Feltner","COL",4,7,5,5.16139,30,16,0,1,,97,433,105,60,56,14,40,,4,80,7.40022,3.7381,1.97967,1.30395,0.185247,0.0935746,0.09167248010635376,0.269722,1.48944,0.308186,0.680728,,,4.74337,0.74189,0.718023,999,,,,,,,304.60000000000014,3.1402061855670116,335,3.4536082474226806,,,,,,,,,,,,,,,,,,,"Ryan Feltner","21446",663372
"Daniel Palencia","CHC",5,3,0,3.67846,67,0,30,4,,67,282,55,30,27,7,28,,4,75,10.0162,3.71656,2.69502,0.976438,0.264232,0.0980447,0.16618770360946655,0.219638,1.23481,0.283028,0.731579,,,3.72965,0.737343,0.796763,124.66000366210938,,,,,,,486.69999999999993,7.264179104477611,464,6.925373134328358,,,,,,,,,,,,,,,,,,,"Daniel Palencia","27914",694037
"Robert Stephenson","LAA",2,4,0,4.08595,60,0,15,8,,60,251,54,29,27,8,19,,2,67,9.98425,2.92344,3.41524,1.24756,0.264755,0.0775215,0.18723304569721222,0.234463,1.22308,0.294075,0.716733,,,3.79555,0.72794,0.414698,395.1099853515625,,,,,,,383.20000000000005,6.386666666666668,374,6.233333333333333,,,,,,,,,,,,,,,,,,,"Robert Stephenson","13594",596112
"Joe Boyle","TBR",4,4,5,4.09789,21,11,0,1,,67,292,56,33,31,8,36,,4,74,9.98112,4.88769,2.04209,1.00821,0.255076,0.124909,0.13016680628061295,0.224447,1.38452,0.288544,0.727482,,,4.16988,0.717548,0.722386,713.4600219726562,,,,,,,283.79999999999995,4.235820895522387,263,3.925373134328358,,,,,,,,,,,,,,,,,,,"Joe Boyle","29608",671212
"Andrew Painter","PHI",5,7,7,4.72917,31,18,0,1,,104,453,105,59,55,17,40,,2,90,7.81388,3.46033,2.25813,1.43459,0.199543,0.0883663,0.1111762523651123,0.255332,1.39167,0.290635,0.705448,,,4.68998,0.715228,0.624027,999,,,,,,,345.5,3.3221153846153846,357,3.4326923076923075,,,,,,,,,,,,,,,,,,,"Andrew Painter","sa3017880",691725
"Chase Dollander","COL",5,9,9,5.27299,23,23,0,0,,114,506,118,71,67,18,51,,8,98,7.70925,4.02058,1.91745,1.41832,0.192607,0.10045,0.09215735644102097,0.2644,1.48641,0.302287,0.678316,,,5.01587,0.712718,0.940688,999,,,,,,,334.3999999999999,2.9333333333333327,355,3.1140350877192984,,,,,,,,,,,,,,,,,,,"Chase Dollander","33482",801403
"Graham Ashcraft","CIN",5,4,0,3.88356,65,0,2,16,,65,278,63,30,28,6,21,,3,59,8.19883,2.90803,2.81938,0.882909,0.213247,0.0756363,0.1376107633113861,0.246516,1.28523,0.298577,0.71367,,,3.69575,0.705648,0.715714,999,,,,,,,363.40000000000003,5.590769230769231,367,5.6461538461538465,,,,,,,,,,,,,,,,,,,"Graham Ashcraft","27552",668933
"Michael Soroka","ARI",6,6,4,4.05965,54,10,2,4,,96,406,86,46,43,11,35,,8,96,9.03703,3.28224,2.75331,1.0672,0.236419,0.0858672,0.1505521535873413,0.236078,1.26199,0.290767,0.709166,,,4.00739,0.697258,0.890585,682.3099975585938,,,,,,,440.5000000000001,4.588541666666668,426,4.4375,,,,,,,,,,,,,,,,,,,"Michael Soroka","18383",647336
"Jared Koenig","MIL",4,3,0,3.55848,65,0,1,15,,65,274,58,28,26,7,22,,3,66,9.16598,3.10102,2.95579,0.9355,0.241849,0.081822,0.16002658754587173,0.232047,1.23149,0.290015,0.741316,,,3.61615,0.681412,0.766166,999,,,,,,,366.09999999999997,5.632307692307692,356,5.476923076923077,,,,,,,,,,,,,,,,,,,"Jared Koenig","27517",657649
"Ryan Weiss","HOU",5,6,4,4.23622,44,10,0,1,,90,387,85,46,42,12,34,,6,88,8.81651,3.36564,2.61957,1.20889,0.227551,0.086866,0.14068545401096344,0.244871,1.32103,0.295148,0.717617,,,4.23422,0.68023,0.626497,999,,,,,,,357.4,3.971111111111111,354,3.933333333333333,,,,,,,,,,,,,,,,,,,"Ryan Weiss","sa3007778",680802
"Germán Márquez","SDP",7,10,10,5.02376,24,24,0,0,,127,557,138,76,71,20,44,,4,93,6.62383,3.11177,2.12864,1.4166,0.167495,0.0786863,0.08880850672721863,0.271949,1.43704,0.299374,0.686323,,,4.85304,0.679161,0.144651,999,,,,,,,377.00000000000017,2.9685039370078754,417,3.283464566929134,,,,,,,,,,,,,,,,,,,"German Marquez","15038",608566
"Drew Pomeranz","LAA",3,3,0,3.92695,58,0,3,11,,58,244,52,27,25,7,19,,4,61,9.49331,3.01015,3.15377,1.1395,0.250478,0.0794218,0.17105598002672195,0.237279,1.23629,0.295965,0.720673,,,3.90293,0.672225,0.518443,999,,,,,,,319.90000000000003,5.515517241379311,311,5.362068965517241,,,,,,,,,,,,,,,,,,,"Drew Pomeranz","11426",519141
"Louis Varland","TOR",4,3,0,3.5105,67,0,2,13,,67,278,61,29,26,8,18,,2,66,8.92049,2.43033,3.67048,1.03918,0.239237,0.0651788,0.1740584522485733,0.236819,1.17841,0.290538,0.740116,,,3.57573,0.666206,0.521573,737.7100219726562,,,,,,,372.79999999999995,5.564179104477612,365,5.447761194029851,,,,,,,,,,,,,,,,,,,"Louis Varland","27691",686973
"Hurston Waldrep","ATL",5,5,6,4.29351,13,13,0,0,,70,306,68,36,33,8,31,,3,62,7.99838,3.93248,2.03393,1.02097,0.203849,0.100225,0.10362489521503448,0.250597,1.41009,0.298388,0.713688,,,4.26137,0.654901,0.817367,373.5400085449219,,,,,,,264.8,3.782857142857143,268,3.8285714285714287,,,,,,,,,,,,,,,,,,,"Hurston Waldrep","33527",694462
"Brandon Sproat","MIL",4,4,4,4.19641,28,10,0,1,,69,295,65,35,32,8,26,,4,59,7.72873,3.36987,2.29348,1.06494,0.199287,0.0868929,0.11239400506019592,0.246239,1.32834,0.288446,0.706972,,,4.26143,0.652211,0.583867,999,,,,,,,275.20000000000005,3.98840579710145,273,3.9565217391304346,,,,,,,,,,,,,,,,,,,"Brandon Sproat","33850",687075
"Luis Gil","NYY",5,6,4,4.39677,51,11,0,1,,99,425,86,52,48,14,47,,4,101,9.18853,4.28953,2.14208,1.28562,0.237834,0.111029,0.12680472433567047,0.229135,1.34136,0.276573,0.714597,,,4.50651,0.650847,0.395584,435.2900085449219,,,,,,,389.80000000000007,3.937373737373738,366,3.696969696969697,,,,,,,,,,,,,,,,,,,"Luis Gil","21052",661563
"Rhett Lowder","CIN",4,5,4,4.57949,35,11,0,1,,82,354,85,45,42,12,26,,4,65,7.04849,2.84379,2.47855,1.28484,0.182313,0.0735561,0.10875649005174637,0.261246,1.34282,0.294239,0.692355,,,4.52014,0.645832,0.580394,727.6599731445312,,,,,,,282.20000000000005,3.4414634146341467,298,3.6341463414634148,,,,,,,,,,,,,,,,,,,"Rhett Lowder","33876",695076
"Dylan Lee","ATL",3,3,0,3.54733,65,0,1,16,,65,267,57,28,26,9,19,,1,73,10.1242,2.6797,3.77811,1.2499,0.274039,0.0725334,0.2015056312084198,0.23081,1.1733,0.291221,0.763993,,,3.62526,0.644506,0.809154,999,,,,,,,377.09999999999997,5.801538461538461,363,5.584615384615384,,,,,,,,,,,,,,,,,,,"Dylan Lee","19996",669276
"Corbin Burnes","ARI",3,2,4,3.50813,6,6,0,0,,39,162,35,16,15,4,12,,2,37,8.64151,2.79779,3.0887,0.915604,0.230938,0.0747688,0.15616918355226517,0.237239,1.21434,0.291927,0.739816,,,3.58561,0.637688,0.892555,715.4000244140625,,,,,,,180.40000000000003,4.625641025641026,175,4.487179487179487,,,,,,,,,,,,,,,,,,,"Corbin Burnes","19361",669203
"Gregory Soto","PIT",3,3,0,3.69231,61,0,4,14,,61,264,54,27,25,5,25,,5,66,9.75891,3.75767,2.59706,0.747492,0.250723,0.0965412,0.15418227016925812,0.23055,1.29796,0.30073,0.720691,,,3.56385,0.627407,0.72122,999,,,,,,,367.5000000000001,6.024590163934428,358,5.868852459016393,,,,,,,,,,,,,,,,,,,"Gregory Soto","19677",642397
"Jordan Leasure","CHW",4,4,0,4.15662,64,0,5,11,,64,272,54,32,30,9,29,,2,73,10.2081,4.06707,2.50993,1.26086,0.266586,0.106213,0.16037341207265854,0.225533,1.30128,0.284651,0.72924,,,4.15351,0.627129,0.211755,502.4599914550781,,,,,,,344.5,5.3828125,325,5.078125,,,,,,,,,,,,,,,,,,,"Jordan Leasure","29950",673929
"Randy Vásquez","SDP",7,8,9,4.78749,37,23,0,1,,131,571,135,75,70,19,47,,8,89,6.16346,3.2655,1.88745,1.31894,0.156635,0.0829876,0.07364710420370102,0.262614,1.39932,0.285655,0.693881,,,4.94661,0.619032,0.390063,999,,,,,,,401.70000000000005,3.0664122137404584,425,3.2442748091603053,,,,,,,,,,,,,,,,,,,"Randy Vasquez","24719",681190
"Jonathan Cannon","CHW",5,8,5,4.78407,47,13,0,1,,105,457,110,60,56,16,36,,5,79,6.81243,3.10873,2.19139,1.37709,0.173542,0.0791928,0.09434913098812103,0.263651,1.39242,0.292037,0.695407,,,4.78198,0.603188,0.234501,999,,,,,,,333.20000000000005,3.173333333333334,356,3.3904761904761904,,,,,,,,,,,,,,,,,,,"Jonathan Cannon","31730",686563
"Hunter Dobbins","STL",5,6,6,4.46406,33,15,0,1,,96,416,100,51,48,13,31,,5,68,6.37476,2.90221,2.19652,1.17404,0.163425,0.074402,0.0890234038233757,0.262585,1.36352,0.291312,0.701673,,,4.52288,0.601045,0.559779,999,,,,,,,322.5000000000001,3.3593750000000013,343,3.5729166666666665,,,,,,,,,,,,,,,,,,,"Hunter Dobbins","30240",690928
"Mark Leiter Jr.","ATH",5,4,0,3.99051,64,0,6,13,,64,276,58,31,28,8,26,,4,69,9.64127,3.62584,2.65904,1.08341,0.248686,0.0935246,0.15516121685504913,0.236835,1.31143,0.29803,0.725632,,,3.9717,0.59115,0.391426,705.3400268554688,,,,,,,354.40000000000003,5.5375000000000005,346,5.40625,,,,,,,,,,,,,,,,,,,"Mark Leiter Jr.","15551",643410
"Luis Medina","ATH",5,5,4,4.5774,45,11,0,1,,92,405,89,50,47,11,41,,6,81,7.98234,4.03854,1.97654,1.09772,0.201067,0.101727,0.0993405431509018,0.248691,1.417,0.293389,0.696362,,,4.49965,0.59099,0.421283,999,,,,,,,339.1,3.6858695652173914,342,3.717391304347826,,,,,,,,,,,,,,,,,,,"Luis Medina","21649",665622
"Erick Fedde","CHW",6,8,7,4.95103,29,18,0,1,,110,480,114,65,60,18,42,,3,84,6.89876,3.46898,1.9887,1.46502,0.175284,0.0881403,0.08714408427476883,0.263486,1.4289,0.290566,0.695932,,,4.95673,0.579344,0.203389,999,,,,,,,333.20000000000005,3.0290909090909097,353,3.209090909090909,,,,,,,,,,,,,,,,,,,"Erick Fedde","17425",607200
"A.J. Minter","NYM",4,3,0,3.41553,56,0,2,15,,56,230,47,23,21,6,19,,2,63,10.089,3.12419,3.22931,1.03241,0.272433,0.0843624,0.18807019293308258,0.222241,1.17833,0.286095,0.750506,,,3.50852,0.568794,0.710183,999,,,,,,,351.4000000000001,6.275000000000001,335,5.982142857142857,,,,,,,,,,,,,,,,,,,"A.J. Minter","18655",621345
"Andrew Kittredge","BAL",4,4,0,3.73335,67,0,4,13,,67,278,64,30,28,9,18,,2,66,8.85139,2.38419,3.71253,1.19174,0.237017,0.0638425,0.1731746643781662,0.248569,1.22414,0.301416,0.743065,,,3.76089,0.56624,0.619518,738.7999877929688,,,,,,,362.69999999999993,5.4134328358208945,362,5.402985074626866,,,,,,,,,,,,,,,,,,,"Andrew Kittredge","12828",552640
"Griffin Canning","SDP",6,7,7,4.53959,30,18,0,1,,106,455,104,57,53,17,40,,3,94,8.02786,3.39374,2.36549,1.40656,0.207134,0.0875649,0.11956886202096939,0.253567,1.36528,0.29201,0.717778,,,4.61031,0.566207,0.589116,999,,,,,,,367.9000000000001,3.470754716981133,372,3.509433962264151,,,,,,,,,,,,,,,,,,,"Griffin Canning","19867",656288
"Bryan Baker","TBR",4,3,0,3.79476,63,0,3,12,,63,262,53,29,27,8,23,,2,70,9.98563,3.24074,3.08128,1.15958,0.267223,0.0867247,0.18049832433462143,0.2252,1.20866,0.284508,0.733919,,,3.74277,0.564162,0.3724,999,,,,,,,358.00000000000006,5.682539682539684,339,5.380952380952381,,,,,,,,,,,,,,,,,,,"Bryan Baker","19804",641329
"Cole Sands","MIN",4,4,0,3.91798,68,0,2,13,,68,286,63,32,30,8,21,,4,67,8.90429,2.78884,3.19283,0.997522,0.235045,0.0736165,0.16142841428518295,0.239297,1.23033,0.294804,0.710524,,,3.68551,0.559129,0.33947,726.6300048828125,,,,,,,362.00000000000006,5.3235294117647065,357,5.25,,,,,,,,,,,,,,,,,,,"Cole Sands","21461",663485
"JoJo Romero","STL",5,3,0,3.49141,64,0,14,9,,64,272,57,27,25,6,25,,2,62,8.694,3.58057,2.4281,0.831931,0.227672,0.0937655,0.13390687108039856,0.235294,1.29362,0.292271,0.74637,,,3.71241,0.556356,0.902839,543.9400024414062,,,,,,,400.59999999999997,6.2593749999999995,391,6.109375,,,,,,,,,,,,,,,,,,,"JoJo Romero","19574",668941
"Connelly Early","BOS",3,3,2,3.80165,27,5,0,1,,48,204,43,22,20,5,17,,3,49,9.21519,3.28068,2.80893,0.948663,0.239569,0.0852884,0.15428055822849274,0.236603,1.27258,0.296337,0.722696,,,3.7658,0.548757,0.495393,257.1700134277344,,,,,,,223.90000000000003,4.664583333333334,217,4.520833333333333,,,,,,,,,,,,,,,,,,,"Connelly Early","33666",813349
"Cody Bradford","TEX",4,4,3,4.35598,36,8,0,1,,71,300,71,37,35,11,17,,2,61,7.65343,2.15182,3.55673,1.38499,0.202632,0.0569714,0.14566050469875336,0.251165,1.2255,0.284811,0.698814,,,4.24291,0.54802,0.272186,999,,,,,,,274.5,3.8661971830985915,281,3.9577464788732395,,,,,,,,,,,,,,,,,,,"Cody Bradford","27597",674003
"Stephen Kolek","KCR",4,4,3,4.23371,41,8,0,1,,77,335,81,40,36,8,24,,5,55,6.39536,2.81841,2.26914,0.908058,0.164294,0.0724038,0.0918903574347496,0.264297,1.35683,0.300499,0.695802,,,4.15445,0.534686,0.477759,999,,,,,,,287.80000000000007,3.7376623376623384,308,4,,,,,,,,,,,,,,,,,,,"Stephen Kolek","21487",663568
"Blake Treinen","LAD",5,4,0,3.93737,58,0,1,14,,58,250,53,27,25,7,22,,3,65,10.0181,3.3368,3.00231,1.09745,0.258465,0.0860885,0.17237605899572372,0.234466,1.28154,0.29774,0.731096,,,3.76058,0.533613,0.378474,999,,,,,,,321.3,5.539655172413793,315,5.431034482758621,,,,,,,,,,,,,,,,,,,"Blake Treinen","12572",595014
"Alex Cobb",,2,2,3,3.99093,6,6,0,0,,34,146,35,16,15,4,11,,1,28,7.47981,2.9379,2.54597,0.945265,0.193051,0.0758261,0.11722465604543686,0.259679,1.35085,0.305565,0.722513,,,3.91869,0.525994,0.521248,999,,,,,,,131.40000000000003,3.864705882352942,138,4.0588235294117645,,,,,,,,,,,,,,,,,,,"Alex Cobb","6562",502171
"Richard Fitts","STL",5,7,6,4.38448,38,16,0,1,,104,446,107,55,51,15,31,,4,79,6.82842,2.69756,2.53134,1.26681,0.177174,0.0699924,0.1071818619966507,0.26012,1.32518,0.290755,0.708274,,,4.46779,0.523456,0.706271,999,,,,,,,363.90000000000003,3.4990384615384618,382,3.673076923076923,,,,,,,,,,,,,,,,,,,"Richard Fitts","30160",690916
"Jimmy Herget","COL",3,3,0,4.57511,77,0,2,15,,77,332,78,42,39,11,25,,5,70,8.2163,2.88375,2.84917,1.32714,0.211615,0.0742724,0.13734222948551178,0.258934,1.33827,0.303215,0.698354,,,4.37571,0.51819,0.587114,999,,,,,,,351.7,4.567532467532468,362,4.701298701298701,,,,,,,,,,,,,,,,,,,"Jimmy Herget","17556",623474
"J.T. Ginn","ATH",3,3,2,4.13964,30,6,0,1,,57,246,55,29,26,7,20,,4,55,8.60768,3.15133,2.73144,1.12671,0.222757,0.0815528,0.14120417088270187,0.24581,1.3036,0.296102,0.712994,,,4.09384,0.516846,0.392715,999,,,,,,,234.69999999999993,4.117543859649121,236,4.140350877192983,,,,,,,,,,,,,,,,,,,"J.T. Ginn","27889",669372
"Jason Adam","SDP",4,3,0,3.52243,61,0,1,15,,61,252,50,26,24,7,23,,5,64,9.50277,3.36652,2.82273,0.960316,0.25563,0.0905612,0.16506846994161606,0.221143,1.18745,0.280927,0.73194,,,3.76742,0.515699,0.663988,999,,,,,,,344.30000000000007,5.644262295081968,323,5.295081967213115,,,,,,,,,,,,,,,,,,,"Jason Adam","11861",592094
"Spencer Arrighetti","HOU",5,6,5,4.45293,29,13,0,1,,86,373,79,46,42,13,38,,5,86,9.03739,4.00971,2.25388,1.32641,0.231157,0.10256,0.12859699875116348,0.239237,1.36485,0.28684,0.718451,,,4.54667,0.511649,0.560221,611.510009765625,,,,,,,318.1,3.698837209302326,308,3.5813953488372094,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"Justin Topa","MIN",3,3,0,4.03204,63,0,6,11,,63,272,64,31,28,6,20,,4,52,7.40727,2.91807,2.53842,0.828347,0.190299,0.0749676,0.11533144116401672,0.258783,1.3431,0.306685,0.703927,,,3.84885,0.508929,0.276191,999,,,,,,,332,5.26984126984127,343,5.444444444444445,,,,,,,,,,,,,,,,,,,"Justin Topa","15145",623437
