Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",14,7,22,2.66863,32,32,0,0,,200,790,156,65,59,19,40,,7,245,10.9969,1.81283,6.06617,0.84838,0.310002,0.0511035,0.2588987536728382,0.210276,0.980701,0.286636,0.775347,,,2.62344,6.33664,6.18279,6.889999866485596,,,,,,,1189.6999999999998,5.948499999999999,1102,5.51,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Garrett Crochet","BOS",15,8,21,2.90058,32,32,0,0,,197,796,162,69,64,20,52,,5,245,11.1845,2.36143,4.73633,0.894352,0.307722,0.0649706,0.242751345038414,0.218898,1.08318,0.299647,0.774844,,,2.80784,5.79879,5.89967,11.789999961853027,,,,,,,1109.6000000000001,5.632487309644671,1044,5.299492385786802,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Paul Skenes","PIT",13,8,21,2.84096,32,32,0,0,,189,761,152,65,60,17,49,,6,223,10.6206,2.35198,4.51559,0.808429,0.293284,0.0649491,0.2283344566822052,0.216048,1.06713,0.291065,0.769061,,,2.82446,5.41285,5.83945,10.25,,,,,,,1075.3000000000002,5.689417989417991,1005,5.317460317460317,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",12,8,20,3.21424,32,32,0,0,,200,820,183,78,71,18,49,,7,193,8.68894,2.2094,3.93271,0.802798,0.235312,0.0598347,0.17547748237848282,0.239421,1.16095,0.298396,0.743009,,,3.20134,4.78549,5.15763,25.610000610351562,,,,,,,1000.8,5.004,984,4.92,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Logan Webb","SFG",15,9,20,3.18556,32,32,0,0,,202,836,191,79,72,16,45,,6,191,8.49756,2.00803,4.23179,0.711908,0.228466,0.053988,0.17447824776172638,0.243489,1.16831,0.302977,0.736235,,,3.02738,4.5336,4.54127,60.630001068115234,,,,,,,1030.4,5.100990099009901,1031,5.103960396039604,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Cole Ragans","KCR",11,8,17,3.40388,29,29,0,0,,163,674,132,67,62,17,58,,5,202,11.1478,3.19613,3.48791,0.955779,0.299201,0.0857823,0.2134186252951622,0.21556,1.16465,0.291765,0.74192,,,3.19168,4.0634,3.7084,46.38999938964844,,,,,,,868.9000000000001,5.330674846625768,809,4.96319018404908,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Chris Sale","ATL",12,6,18,3.14754,28,28,0,0,,165,676,138,62,58,18,44,,10,200,10.9041,2.40856,4.52722,0.95341,0.29623,0.0654332,0.23079726099967957,0.221807,1.10269,0.29793,0.760092,,,3.06446,3.98854,4.38289,38.880001068115234,,,,,,,878.8,5.326060606060606,829,5.024242424242424,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Max Fried","NYY",14,9,19,3.32434,31,31,0,0,,189,779,169,76,70,17,54,,7,176,8.37271,2.5782,3.24751,0.812211,0.225241,0.069358,0.15588263422250748,0.234682,1.17982,0.288254,0.73671,,,3.4185,3.90626,3.96213,51.470001220703125,,,,,,,919.1000000000003,4.862962962962964,893,4.724867724867725,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Hunter Brown","HOU",13,8,19,3.34635,31,31,0,0,,183,759,157,74,68,19,60,,7,197,9.66645,2.96635,3.2587,0.939784,0.259133,0.0795203,0.1796128749847412,0.227467,1.18892,0.290423,0.751651,,,3.44541,3.78018,3.98734,37.0099983215332,,,,,,,905.3,4.946994535519125,861,4.704918032786885,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Sonny Gray","BOS",12,10,17,3.71586,31,31,0,0,,178,746,169,80,74,21,47,,5,186,9.3823,2.38646,3.93147,1.0792,0.249291,0.063409,0.1858815923333168,0.244162,1.21446,0.304296,0.733285,,,3.49041,3.71257,3.37465,135,,,,,,,835.5000000000001,4.693820224719102,833,4.679775280898877,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Jacob deGrom","TEX",11,8,17,3.50185,29,29,0,0,,169,679,143,71,66,23,40,,4,188,10.0245,2.1111,4.74845,1.22894,0.276549,0.0582399,0.21830937266349792,0.22496,1.08279,0.282392,0.741858,,,3.45381,3.67643,3.30797,48.470001220703125,,,,,,,839.9000000000003,4.969822485207103,790,4.674556213017752,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Dylan Cease","TOR",12,9,18,3.57182,31,31,0,0,,173,727,144,74,69,20,65,,5,203,10.5316,3.38948,3.10713,1.05402,0.279228,0.0898669,0.18936119228601456,0.220084,1.20985,0.286598,0.747311,,,3.53149,3.66095,3.17456,76.5999984741211,,,,,,,855.8000000000001,4.946820809248555,801,4.630057803468208,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Framber Valdez","DET",13,10,19,3.41109,31,31,0,0,,195,813,177,81,74,17,65,,8,180,8.3288,2.98418,2.79098,0.778979,0.221835,0.079483,0.14235249906778336,0.239214,1.23977,0.295067,0.738259,,,3.53478,3.63898,3.97106,85.87999725341797,,,,,,,914.7,4.690769230769231,895,4.589743589743589,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Yoshinobu Yamamoto","LAD",12,7,16,3.37777,26,26,0,0,,155,627,129,63,58,17,43,,5,165,9.53868,2.51937,3.78613,0.968098,0.262616,0.0693628,0.19325365126132965,0.223407,1.11193,0.283344,0.731475,,,3.34858,3.63133,3.56905,26.959999084472656,,,,,,,788.5000000000001,5.087096774193549,740,4.774193548387097,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Bryan Woo","SEA",13,10,19,3.46458,32,32,0,0,,195,788,169,81,75,25,43,,9,197,9.09444,1.96283,4.63333,1.15706,0.25041,0.0540453,0.19636469334363937,0.228574,1.08058,0.278606,0.737312,,,3.57157,3.54602,3.31022,36.040000915527344,,,,,,,934.1,4.7902564102564105,888,4.553846153846154,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Zack Wheeler","PHI",11,7,16,3.31477,26,26,0,0,,157,638,133,63,58,18,41,,7,171,9.81166,2.36209,4.1538,1.00714,0.268119,0.0645478,0.2035709023475647,0.22485,1.10746,0.286815,0.744483,,,3.33338,3.54225,3.84857,115.61000061035156,,,,,,,792.5999999999999,5.0484076433121015,749,4.770700636942675,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Jesús Luzardo","PHI",12,10,17,3.77601,31,31,0,0,,179,742,157,81,75,23,56,,5,197,9.9408,2.80406,3.54515,1.16939,0.265908,0.0750061,0.19090156257152557,0.230993,1.19264,0.29116,0.730077,,,3.63379,3.53212,3.38976,73.76000213623047,,,,,,,844.5000000000002,4.717877094972068,807,4.5083798882681565,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Ranger Suarez","BOS",12,9,17,3.6148,29,29,0,0,,169,713,166,74,68,17,49,,5,149,7.9406,2.60114,3.05274,0.886565,0.209137,0.068508,0.14062918722629547,0.25124,1.26891,0.301904,0.735032,,,3.60665,3.37204,3.41206,179.74000549316406,,,,,,,745.9000000000002,4.413609467455623,760,4.497041420118343,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"George Kirby","SEA",12,9,18,3.52154,31,31,0,0,,173,711,160,74,68,21,32,,7,170,8.83437,1.6773,5.26703,1.07605,0.239415,0.0454554,0.19395961612462997,0.238868,1.1115,0.290629,0.726774,,,3.40728,3.26848,2.68705,66.63999938964844,,,,,,,828.9000000000001,4.791329479768787,815,4.710982658959537,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Hunter Greene","CIN",9,8,14,3.72853,26,26,0,0,,147,603,116,65,61,20,48,,11,174,10.6155,2.91834,3.63752,1.21538,0.28838,0.0792793,0.20910080522298813,0.21348,1.1122,0.274744,0.72467,,,3.72916,3.15227,3.1082,57.630001068115234,,,,,,,711.1999999999999,4.838095238095238,646,4.394557823129252,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Joe Ryan","MIN",11,10,16,3.79136,29,29,0,0,,167,685,147,76,70,24,40,,9,183,9.83015,2.13676,4.60049,1.31384,0.266836,0.0580017,0.2088347263634205,0.231325,1.11724,0.286077,0.72932,,,3.71812,3.1434,2.7826,79.79000091552734,,,,,,,777.3999999999999,4.65508982035928,742,4.4431137724550895,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Shane McClanahan","TBR",9,7,14,3.33451,24,24,0,0,,139,565,119,56,51,16,39,,3,150,9.73378,2.5384,3.83461,1.04085,0.265426,0.0692183,0.1962072029709816,0.22818,1.1421,0.289424,0.755939,,,3.39202,3.12984,3.08784,205.60000610351562,,,,,,,696.4000000000002,5.010071942446045,661,4.755395683453237,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Aaron Nola","PHI",11,10,16,4.11623,31,31,0,0,,180,752,172,89,82,26,45,,5,177,8.86346,2.25881,3.92395,1.3038,0.235783,0.0600882,0.17569518834352493,0.246078,1.20953,0.294214,0.711863,,,3.89333,3.10925,2.62677,214.05999755859375,,,,,,,769,4.272222222222222,766,4.2555555555555555,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Logan Gilbert","SEA",10,7,17,3.41037,29,29,0,0,,163,661,139,67,62,21,39,,5,178,9.82609,2.14175,4.58789,1.15354,0.269657,0.0587757,0.2108807936310768,0.224653,1.0866,0.281698,0.745622,,,3.43169,3.05456,2.85073,35.16999816894531,,,,,,,810.5000000000001,4.97239263803681,766,4.699386503067485,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Kevin Gausman","TOR",12,10,17,3.87709,31,31,0,0,,182,763,171,85,78,24,53,,3,177,8.75556,2.60045,3.36694,1.19279,0.231939,0.0688871,0.1630520075559616,0.242435,1.23131,0.291127,0.731784,,,3.83421,3.04344,2.57431,118.36000061035156,,,,,,,792.9999999999999,4.357142857142857,784,4.3076923076923075,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Nathan Eovaldi","TEX",10,10,16,3.77594,29,29,0,0,,173,715,160,79,73,22,45,,7,164,8.50052,2.33709,3.63723,1.12281,0.228614,0.062854,0.16576039046049118,0.241179,1.18401,0.289355,0.720762,,,3.76451,2.94798,2.69383,143.99000549316406,,,,,,,765.5999999999999,4.4254335260115605,751,4.341040462427745,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Brandon Woodruff","MIL",10,8,15,3.74409,28,28,0,0,,151,621,133,67,63,21,41,,6,160,9.5282,2.43357,3.91532,1.26391,0.256992,0.0656374,0.19135409593582153,0.231812,1.15332,0.284515,0.738584,,,3.77566,2.94211,2.77994,123.80999755859375,,,,,,,692.3000000000002,4.584768211920531,661,4.377483443708609,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Michael King","SDP",10,9,16,3.68143,29,29,0,0,,161,681,143,72,66,20,58,,7,170,9.47467,3.25619,2.90974,1.11873,0.249427,0.0857214,0.1637052223086357,0.231749,1.24547,0.288076,0.749037,,,3.86846,2.90565,2.6909,125.47000122070312,,,,,,,718.6000000000001,4.463354037267082,690,4.285714285714286,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Kyle Bradish","BAL",8,7,15,3.61771,26,26,0,0,,137,573,122,60,55,15,43,,6,145,9.51646,2.84573,3.34412,0.99243,0.253575,0.0758272,0.1777481660246849,0.233446,1.2048,0.294956,0.73275,,,3.54416,2.88558,2.37964,72.16999816894531,,,,,,,655.1000000000001,4.781751824817519,633,4.62043795620438,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"MacKenzie Gore","TEX",11,9,16,3.82332,29,29,0,0,,160,677,139,73,68,19,60,,8,182,10.2505,3.36313,3.0479,1.09722,0.268972,0.0882482,0.18072374165058136,0.228288,1.24407,0.29331,0.733175,,,3.7074,2.88371,2.49712,162.36000061035156,,,,,,,748.9,4.680625,713,4.45625,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Drew Rasmussen","TBR",10,8,17,3.64179,31,31,0,0,,160,656,147,70,65,18,42,,5,144,8.07856,2.33946,3.45317,1.03877,0.219036,0.0634305,0.15560554713010788,0.241875,1.18043,0.288287,0.728679,,,3.71756,2.87896,2.94086,145.50999450683594,,,,,,,727.3999999999999,4.546249999999999,713,4.45625,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"José Soriano","LAA",11,10,17,3.85887,31,31,0,0,,176,757,163,82,75,15,76,,10,164,8.38606,3.90742,2.14619,0.756463,0.216576,0.100912,0.11566413193941116,0.242554,1.35799,0.300681,0.717338,,,3.84492,2.87611,2.82806,344.0299987792969,,,,,,,764.1000000000001,4.341477272727274,755,4.2897727272727275,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Spencer Strider","ATL",11,9,15,3.84571,28,28,0,0,,159,665,136,73,68,20,55,,8,187,10.6171,3.12595,3.39643,1.15017,0.281563,0.0828997,0.19866351038217545,0.226467,1.20673,0.29413,0.725627,,,3.62181,2.83397,2.76296,105.91999816894531,,,,,,,762.0000000000001,4.79245283018868,720,4.528301886792453,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Sandy Alcantara","MIA",11,11,16,4.07594,31,31,0,0,,188,790,182,92,85,21,54,,7,156,7.47343,2.58856,2.8871,1.0117,0.197582,0.0684362,0.12914615124464035,0.250348,1.25789,0.292495,0.696568,,,3.9167,2.72288,2.74264,147.27999877929688,,,,,,,788.7,4.195212765957447,796,4.23404255319149,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Blake Snell","LAD",10,6,14,3.54719,24,24,0,0,,132,555,106,56,52,15,59,,3,164,11.1792,3.9996,2.79508,1.03152,0.296176,0.105963,0.19021280854940414,0.214669,1.24427,0.289222,0.755299,,,3.54438,2.68631,2.77726,139.50999450683594,,,,,,,658.7000000000002,4.990151515151516,607,4.598484848484849,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Andrew Abbott","CIN",9,9,15,4.17496,29,29,0,0,,166,701,160,83,77,25,51,,4,151,8.17343,2.75559,2.96613,1.34452,0.214963,0.0724725,0.1424902305006981,0.247784,1.27062,0.287524,0.72814,,,4.25827,2.68057,2.53159,217.3800048828125,,,,,,,641.9000000000001,3.8668674698795185,642,3.8674698795180724,,,,,,,,,,,,,,,,,,,"Andrew Abbott","29911",671096
"Freddy Peralta","NYM",11,9,16,3.82902,29,29,0,0,,162,680,137,75,69,21,61,,7,177,9.82733,3.37406,2.91261,1.1885,0.260639,0.0894863,0.17115237563848495,0.223666,1.21816,0.279321,0.733549,,,3.92577,2.63432,2.40515,57.630001068115234,,,,,,,734.3,4.532716049382715,687,4.2407407407407405,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Tyler Glasnow","LAD",8,6,13,3.68037,24,24,0,0,,133,546,110,59,54,17,49,,3,155,10.5024,3.32003,3.16335,1.12681,0.283452,0.0896048,0.19384677708148956,0.222217,1.19744,0.288681,0.736152,,,3.59383,2.62591,2.51422,121.20999908447266,,,,,,,643.1,4.8353383458646615,598,4.496240601503759,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Nick Pivetta","SDP",10,10,16,3.91589,29,29,0,0,,173,714,150,81,75,27,52,,5,190,9.85863,2.71943,3.62525,1.41455,0.266033,0.0733834,0.19265001267194748,0.228804,1.16883,0.279853,0.740969,,,3.97668,2.55305,2.49307,94.68000030517578,,,,,,,767.0999999999999,4.434104046242774,723,4.179190751445087,,,,,,,,,,,,,,,,,,,"Nick Pivetta","15454",601713
"Tanner Bibee","CLE",11,11,17,3.90321,31,31,0,0,,182,764,170,85,79,24,54,,8,170,8.42207,2.68451,3.13728,1.21035,0.222652,0.0709698,0.151682510972023,0.242374,1.23394,0.287146,0.73137,,,4.03933,2.54367,2.57852,185.85000610351562,,,,,,,763.5999999999999,4.195604395604395,752,4.131868131868132,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Kris Bubic","KCR",10,8,12,3.74553,34,24,0,1,,145,614,136,65,60,16,49,,5,140,8.71272,3.05389,2.85299,0.967036,0.228335,0.0800336,0.14830150455236435,0.243252,1.28044,0.298446,0.735749,,,3.70827,2.5259,2.51073,201.14999389648438,,,,,,,644.6,4.445517241379311,639,4.406896551724138,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Jack Flaherty","DET",11,10,15,4.01241,29,29,0,0,,160,684,145,77,71,21,58,,7,176,9.8693,3.26645,3.02141,1.1938,0.256902,0.0850271,0.17187486588954926,0.234498,1.26808,0.293648,0.727424,,,3.89213,2.48615,2.11255,216.67999267578125,,,,,,,705.7,4.4106250000000005,684,4.275,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Chase Burns","CIN",8,7,11,3.74255,29,21,0,1,,115,478,101,52,48,16,34,,2,133,10.3906,2.63447,3.94409,1.21658,0.277848,0.0704468,0.2074013352394104,0.228205,1.17028,0.29047,0.733209,,,3.51241,2.45866,2.19356,98.3499984741211,,,,,,,553.6,4.813913043478261,529,4.6,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Matthew Boyd","CHC",11,9,16,3.8894,29,29,0,0,,167,699,156,78,72,22,49,,7,149,8.01345,2.61604,3.0632,1.16513,0.212944,0.0695167,0.14342715591192245,0.242971,1.22574,0.284805,0.727008,,,4.03583,2.4191,2.59725,225.7899932861328,,,,,,,689.5999999999998,4.129341317365268,679,4.065868263473054,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"Nick Lodolo","CIN",9,9,14,4.13335,28,28,0,0,,153,646,142,76,70,21,42,,16,156,9.17366,2.47764,3.70258,1.24791,0.241017,0.0650944,0.17592280358076096,0.240798,1.20175,0.292917,0.701651,,,4.04411,2.3939,2.38284,124.97000122070312,,,,,,,642.7,4.200653594771242,630,4.117647058823529,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
"Brady Singer","CIN",10,12,15,4.37762,31,31,0,0,,171,731,166,89,83,25,55,,10,162,8.53193,2.88909,2.95316,1.31382,0.22101,0.0748385,0.146171435713768,0.249816,1.29715,0.295067,0.708042,,,4.28271,2.36109,2.26186,357.1700134277344,,,,,,,655.3000000000001,3.8321637426900588,659,3.853801169590643,,,,,,,,,,,,,,,,,,,"Brady Singer","25377",663903
"Mitch Keller","PIT",10,11,16,4.19255,31,31,0,0,,175,751,174,88,82,22,53,,11,152,7.8029,2.71637,2.87255,1.10871,0.202513,0.0704994,0.13201378285884857,0.253953,1.29666,0.297771,0.705996,,,4.09378,2.33999,2.38206,538.3200073242188,,,,,,,684.0000000000001,3.9085714285714293,701,4.005714285714285,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Luis Castillo","SEA",11,10,17,3.81691,31,31,0,0,,179,749,166,82,76,24,51,,7,167,8.38759,2.54297,3.29834,1.22555,0.22333,0.0677096,0.15561998635530472,0.240281,1.20843,0.283538,0.73547,,,4.00049,2.33483,2.16617,173.05999755859375,,,,,,,757.8000000000001,4.233519553072626,743,4.150837988826815,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Yusei Kikuchi","LAA",9,10,15,4.20876,31,31,0,0,,169,728,165,86,79,25,63,,5,173,9.20503,3.32381,2.76942,1.33083,0.238065,0.0859619,0.15210293233394623,0.249519,1.34192,0.302403,0.737695,,,4.20678,2.32463,1.96174,491.25,,,,,,,656.1000000000001,3.88224852071006,662,3.9171597633136095,,,,,,,,,,,,,,,,,,,"Yusei Kikuchi","20633",579328
"Shohei Ohtani","LAD",8,5,13,3.51338,23,23,0,0,,116,471,91,49,45,15,40,,6,138,10.7118,3.1212,3.43196,1.18038,0.292259,0.0851579,0.20710064470767975,0.213926,1.13306,0.278292,0.74602,,,3.65091,2.30641,2.4577,1.2599999904632568,,,,,,,575.3000000000001,4.95948275862069,523,4.508620689655173,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Mason Miller","SDP",4,2,0,2.43273,66,0,32,2,,66,259,39,19,18,6,24,,2,106,14.5019,3.33173,4.35267,0.812601,0.410295,0.0942628,0.31603189557790756,0.168173,0.962613,0.275734,0.803552,,,2.29991,2.30382,2.39338,29.739999771118164,,,,,,,615.2000000000002,9.321212121212124,554,8.393939393939394,,,,,,,,,,,,,,,,,,,"Mason Miller","31757",695243
"Carlos Rodón","NYY",11,9,15,3.99721,28,28,0,0,,155,655,136,74,69,21,56,,6,163,9.44924,3.26637,2.89288,1.19623,0.248605,0.0859367,0.16266818344593048,0.230248,1.24213,0.283149,0.722282,,,3.97739,2.30229,1.97265,196.94000244140625,,,,,,,675.1,4.355483870967742,642,4.141935483870967,,,,,,,,,,,,,,,,,,,"Carlos Rodon","16137",607074
"Emmet Sheehan","LAD",9,7,11,3.96519,42,24,0,1,,143,594,121,67,63,20,50,,6,162,10.2246,3.15818,3.23749,1.29034,0.272692,0.0842294,0.1884627342224121,0.224905,1.19913,0.282842,0.727528,,,3.91072,2.29732,1.98554,115.63999938964844,,,,,,,657.6,4.5986013986013985,615,4.300699300699301,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Ryan Pepiot","TBR",11,11,16,4.05122,31,31,0,0,,169,707,148,82,76,24,61,,8,173,9.21048,3.22592,2.85515,1.2988,0.244739,0.0857184,0.15902016311883926,0.231338,1.2315,0.279615,0.726545,,,4.1871,2.29156,2.25648,129.27999877929688,,,,,,,709.6000000000001,4.198816568047338,672,3.9763313609467454,,,,,,,,,,,,,,,,,,,"Ryan Pepiot","26221",686752
"David Peterson","NYM",9,8,16,3.85049,29,29,0,0,,163,705,156,76,70,16,64,,8,146,8.07599,3.51891,2.29503,0.860979,0.207538,0.0904294,0.11710873991250992,0.246775,1.3501,0.2984,0.726767,,,3.89544,2.27236,2.36234,507.7900085449219,,,,,,,679.8000000000001,4.170552147239264,683,4.190184049079755,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Eury Pérez","MIA",8,9,14,4.04028,28,28,0,0,,135,561,117,65,61,19,46,,4,145,9.65024,3.09154,3.12149,1.25957,0.258565,0.0828339,0.17573151737451553,0.228559,1.20564,0.282119,0.717315,,,3.93456,2.25555,2.07683,82.75,,,,,,,601.0999999999999,4.452592592592592,568,4.207407407407407,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Joe Musgrove","SDP",9,9,15,3.88984,28,28,0,0,,158,665,150,73,68,20,41,,13,145,8.28258,2.34412,3.53335,1.15834,0.218112,0.0617296,0.15638276934623718,0.245983,1.21457,0.291685,0.723511,,,3.98935,2.25154,2.38393,216.9600067138672,,,,,,,661.2,4.184810126582279,658,4.1645569620253164,,,,,,,,,,,,,,,,,,,"Joe Musgrove","12970",605397
"Steven Matz","TBR",7,8,11,3.94651,37,23,0,1,,138,585,137,65,60,17,37,,5,122,7.98771,2.447,3.26428,1.14201,0.209286,0.0641138,0.14517180621623993,0.253335,1.26879,0.297878,0.729968,,,3.92655,2.23589,1.87364,732.9299926757812,,,,,,,577.9000000000001,4.187681159420291,591,4.282608695652174,,,,,,,,,,,,,,,,,,,"Steven Matz","13361",571927
"Reid Detmers","LAA",9,9,11,4.07668,34,24,0,1,,145,613,129,71,66,19,53,,7,159,9.84531,3.2732,3.00786,1.16608,0.258714,0.0860127,0.1727011874318123,0.233178,1.25348,0.293246,0.714613,,,3.86876,2.18324,1.84338,334.510009765625,,,,,,,645.9,4.454482758620689,620,4.275862068965517,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Jhoan Duran","PHI",7,3,0,2.67226,70,0,29,3,,70,285,55,23,21,4,22,,4,84,10.8311,2.83544,3.8199,0.534399,0.296005,0.0774904,0.21851490437984467,0.211974,1.0988,0.297537,0.756789,,,2.60487,2.14244,2.28675,41.91999816894531,,,,,,,572.8,8.182857142857141,545,7.785714285714286,,,,,,,,,,,,,,,,,,,"Jhoan Duran","21029",661395
"Michael Wacha","KCR",10,11,14,4.30959,29,29,0,0,,164,696,165,84,79,22,48,,5,128,7.01415,2.64236,2.6545,1.23079,0.184026,0.0693259,0.11469985544681549,0.256828,1.2981,0.289724,0.709208,,,4.32563,2.14183,1.99017,629.1099853515625,,,,,,,611,3.725609756097561,631,3.847560975609756,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Bailey Ober","MIN",8,9,14,4.31541,28,28,0,0,,155,648,153,80,74,25,37,,6,140,8.11704,2.12842,3.81365,1.47614,0.215542,0.0565185,0.15902308002114296,0.252171,1.22281,0.288994,0.712733,,,4.2826,2.13312,1.60117,286.55999755859375,,,,,,,592.7,3.823870967741936,601,3.8774193548387097,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Clay Holmes","NYM",10,9,15,3.89078,28,28,0,0,,153,663,152,72,66,13,57,,9,125,7.36607,3.36453,2.18933,0.784434,0.188458,0.0860802,0.10237768292427063,0.254201,1.36807,0.301794,0.718532,,,3.92629,2.11383,2.14463,398.6000061035156,,,,,,,629.0999999999999,4.1117647058823525,648,4.235294117647059,,,,,,,,,,,,,,,,,,,"Clay Holmes","13649",605280
"Zac Gallen","ARI",13,11,16,4.02788,31,31,0,0,,182,769,174,88,81,23,59,,6,170,8.40495,2.91857,2.87982,1.13521,0.220631,0.0766127,0.14401791244745255,0.246722,1.28002,0.294841,0.72196,,,3.98424,2.10813,2.72867,227.55999755859375,,,,,,,756.5000000000001,4.156593406593407,756,4.153846153846154,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Grayson Rodriguez","LAA",7,8,12,3.94651,23,23,0,0,,122,516,112,58,54,16,41,,5,128,9.4403,3.01498,3.13113,1.18412,0.248393,0.0793301,0.1690630242228508,0.239025,1.25507,0.295454,0.727198,,,3.8683,2.099,1.83605,261.05999755859375,,,,,,,532.8000000000002,4.3672131147541,520,4.262295081967213,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Casey Mize","DET",9,9,14,4.04962,28,28,0,0,,145,616,143,71,65,19,41,,5,129,8.01896,2.52017,3.18191,1.20124,0.210045,0.066012,0.14403249323368073,0.251193,1.26721,0.293825,0.721634,,,4.02404,2.08865,1.79513,273.4599914550781,,,,,,,587.5,4.051724137931035,598,4.124137931034483,,,,,,,,,,,,,,,,,,,"Casey Mize","20492",663554
"Gerrit Cole","NYY",8,7,12,3.92869,23,23,0,0,,136,564,122,64,59,19,39,,5,135,8.94054,2.60819,3.42787,1.29114,0.239163,0.0697701,0.1693928763270378,0.234565,1.18773,0.280347,0.727039,,,3.99004,2.05953,1.8321,254.25,,,,,,,593.5,4.363970588235294,571,4.198529411764706,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Gavin Williams","CLE",10,9,17,3.85123,31,31,0,0,,168,716,149,78,72,21,71,,6,172,9.20708,3.80134,2.42206,1.12109,0.240532,0.0993088,0.1412230283021927,0.233619,1.30928,0.287806,0.745951,,,4.07865,2.05845,2.42619,141.4199981689453,,,,,,,710.5000000000001,4.229166666666667,680,4.0476190476190474,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
